"Address","Street","Site ID","Latitude","Longitude","Inspection Date","Remote ID","Site Comments","Site Last Changed By","Site Change Date","Site Change Time","Species","Diameter","Aldermanic District","ArchivedSites_Remote_ID","Condition","DRG Updated","Forestry District","Grate","Growthspace Size","Overhead Utilities","Parcel Number","Primary Maintenance","Property Use","Solid Waste District SubArea","Status","TIF","TRAQ-Consequence","TRAQ-Likelihood of Failure","TRAQ-Likelihood of Failure and Impact","TRAQ-Likelihood of Impacting Target","TRAQ-Risk Rating","Terrace Support System","Tree Guard","Utilities Present"
14,"Buhler Ct",420906,43.1407470584,-89.3559949934,"9/16/2009","Tree_017878","","Mitchell Porter (DRG)","1/8/2024","11:35:12","Norway Maple (Acer platanoides)",13,18,"29012","Fair","Yes","2","N/A","Open","Not Present","081019309047","Unassigned","Single family","9-149","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
18,"Buhler Ct",420891,43.1406476163,-89.3561739658,"9/16/2009","Tree_017870","","Mitchell Porter (DRG)","1/8/2024","11:35:42","Norway Maple (Acer platanoides)",13,18,"29013","Good","Yes","2","N/A","Open","Not Present","081019309055","Unassigned","Single family","9-149","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
602,"Buick St",409881,43.0417949384,-89.3923407976,"7/11/2007","Tree_006917","","Nick Howell (DRG)","3/25/2024","11:48:16","Honeylocust Var. (Gleditsia triacanthos Variant)",23,14,"137","Good","Yes","3","N/A","5'-6'","Not Present","070935109136","Unassigned","Commercial exempt","2-10","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
602,"Buick St",409882,43.0418065729,-89.3928472453,"7/11/2007","Tree_006897","street light","Nick Howell (DRG)","3/25/2024","11:46:27","Honeylocust Var. (Gleditsia triacanthos Variant)",26,14,"134","Good","Yes","3","N/A","5'-6'","Not Present","070935109136","Unassigned","Commercial exempt","2-10","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
602,"Buick St",409962,43.0420069334999,-89.3930483639,"7/11/2007","Tree_006980",,"Nathan Paulus (DRG)","3/18/2024","08:37:42","Crabapple 'Adirondack' (Malus 'Adirondack')",1.5,14,"130","Unassigned","N/A","3","N/A","3'-4'","Unassigned","070935109136","Unassigned","Commercial exempt","2-10","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","Electric"
602,"Buick St",409965,43.0418691357,-89.3920039356,"7/12/2007","Tree_006997","","Nick Howell (DRG)","3/25/2024","11:49:01","Norway Maple (Acer platanoides)",22,14,"139","Good","Yes","3","N/A","4'-5'","Not Present","070935109136","Unassigned","Commercial exempt","2-10","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
602,"Buick St",409967,43.0417958354,-89.3925088311,"7/11/2007","Tree_006945","","Nick Howell (DRG)","3/25/2024","11:47:34","Honeylocust Var. (Gleditsia triacanthos Variant)",22,14,"136","Good","Yes","3","N/A","5'-6'","Present","070935109136","Unassigned","Commercial exempt","2-10","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
602,"Buick St",409999,43.0418003048,-89.3926768298,"7/11/2007","Tree_007003","","Nick Howell (DRG)","3/25/2024","11:46:58","Honeylocust Var. (Gleditsia triacanthos Variant)",21,14,"135","Good","Yes","3","N/A","5'-6'","Not Present","070935109136","Unassigned","Commercial exempt","2-10","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1002,"Bultman Rd",442783,43.1119178373,-89.2932424881,"8/31/2009","Tree_039801","","Dana Wilson (DRG)","10/6/2023","11:10:43","Linden 'Redmond' (Tilia americana 'Redmond')",16,17,"63886","Fair","Yes","16","N/A","6'-7'","Not Present","081034414300","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1002,"Bultman Rd",442791,43.1119936178,-89.2930742749,"8/31/2009","Tree_039820","","Dana Wilson (DRG)","10/6/2023","11:11:30","Linden 'Redmond' (Tilia americana 'Redmond')",14,17,"63887","Fair","Yes","16","N/A","6'-7'","Not Present","081034414300","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1002,"Bultman Rd",442810,43.1118603582,-89.2933784828,"8/31/2009","Tree_039821","","Dana Wilson (DRG)","10/6/2023","11:09:58","Linden 'Redmond' (Tilia americana 'Redmond')",16,17,"63885","Good","Yes","16","N/A","6'-7'","Not Present","081034414300","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1002,"Bultman Rd",443219,43.1121247685,-89.2930735987,"9/1/2009","Tree_040033","","Dana Wilson (DRG)","10/9/2023","10:42:30","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64187","Good","Yes","16","N/A","7'-8'","Not Present","081034414300","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1005,"Bultman Rd",442771,43.1122471337,-89.292551697,"8/31/2009","Tree_039797","","Dana Wilson (DRG)","10/6/2023","11:13:23","Elm Spp. (Hybrid) (Ulmus x Species)",21,17,"63889","Good","Yes","16","N/A","6'-7'","Not Present","081034407090","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1005,"Bultman Rd",442816,43.1121687389,-89.2927234932,"8/31/2009","Tree_039832","","Dana Wilson (DRG)","10/6/2023","11:12:35","Elm Spp. (Hybrid) (Ulmus x Species)",19,17,"63888","Good","Yes","16","N/A","6'-7'","Not Present","081034407090","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1005,"Bultman Rd",443204,43.1121817815,-89.2929467067,"9/1/2009","Tree_040019","","Dana Wilson (DRG)","10/9/2023","08:58:39","Honeylocust Var. (Gleditsia triacanthos Variant)",13,17,"64188","Good","Yes","16","N/A","6'-7'","Not Present","081034407090","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1005,"Bultman Rd",443224,43.112319989,-89.2930179288,"9/1/2009","Tree_040028","","Dana Wilson (DRG)","10/9/2023","09:00:11","Honeylocust Var. (Gleditsia triacanthos Variant)",13,17,"64189","Good","Yes","16","N/A","6'-7'","Not Present","081034407090","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1006,"Bultman Rd",443215,43.112296339,-89.2931642544,"9/1/2009","Tree_040024","","Dana Wilson (DRG)","10/9/2023","10:46:42","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64186","Good","Yes","16","N/A","7'-8'","Not Present","081034414293","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1009,"Bultman Rd",443234,43.1125224681,-89.2930630119,"9/1/2009","Tree_040041","","Dana Wilson (DRG)","10/9/2023","09:01:00","Honeylocust Var. (Gleditsia triacanthos Variant)",15,17,"64190","Good","Yes","16","N/A","6'-7'","Not Present","081034407082","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1010,"Bultman Rd",443200,43.112529788,-89.2932190257,"9/1/2009","Tree_040021","","Dana Wilson (DRG)","10/9/2023","10:48:48","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64185","Good","Yes","16","N/A","7'-8'","Not Present","081034414285","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1013,"Bultman Rd",443213,43.1126987435,-89.2931016491,"9/1/2009","Tree_040029","","Dana Wilson (DRG)","10/9/2023","09:02:23","Honeylocust Var. (Gleditsia triacanthos Variant)",13,17,"64191","Good","Yes","16","N/A","6'-7'","Not Present","081034407074","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1014,"Bultman Rd",443208,43.1127108303,-89.293260903,"9/1/2009","Tree_040026","","Dana Wilson (DRG)","10/9/2023","10:49:53","Honeylocust Var. (Gleditsia triacanthos Variant)",18,17,"64184","Good","Yes","16","N/A","7'-8'","Not Present","081034414277","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1017,"Bultman Rd",443225,43.1128893034,-89.2931370053,"9/1/2009","Tree_040034","","Dana Wilson (DRG)","10/9/2023","09:03:18","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64192","Good","Yes","16","N/A","6'-7'","Not Present","081034407066","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1018,"Bultman Rd",443205,43.1129037754,-89.2932995055,"9/1/2009","Tree_040018","","Dana Wilson (DRG)","10/9/2023","10:50:51","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64183","Good","Yes","16","N/A","7'-8'","Not Present","081034414269","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1021,"Bultman Rd",443214,43.113082253,-89.2931788588,"9/1/2009","Tree_040025","","Dana Wilson (DRG)","10/9/2023","09:04:07","Honeylocust Var. (Gleditsia triacanthos Variant)",18,17,"64193","Good","Yes","16","N/A","6'-7'","Not Present","081034407058","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1022,"Bultman Rd",443199,43.1131395994,-89.2933477712,"9/1/2009","Tree_040022","","Dana Wilson (DRG)","10/9/2023","10:54:58","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64182","Good","Yes","16","N/A","7'-8'","Not Present","081034414251","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1025,"Bultman Rd",443206,43.1132704357,-89.2932174713,"9/1/2009","Tree_040016","","Dana Wilson (DRG)","10/9/2023","09:04:46","Honeylocust Var. (Gleditsia triacanthos Variant)",18,17,"64194","Fair","Yes","16","N/A","6'-7'","Not Present","081034407040","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1025,"Bultman Rd",443216,43.1134395662,-89.2932561244,"9/1/2009","Tree_040037","","Dana Wilson (DRG)","10/9/2023","09:05:41","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64195","Good","Yes","16","N/A","6'-7'","Not Present","081034407040","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1026,"Bultman Rd",443207,43.1132872848,-89.2933767167,"9/1/2009","Tree_040020","","Dana Wilson (DRG)","10/9/2023","10:56:13","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64181","Good","Yes","16","N/A","7'-8'","Not Present","081034414243","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1026,"Bultman Rd",443212,43.1134588005,-89.2934186157,"9/1/2009","Tree_040031","","Dana Wilson (DRG)","10/9/2023","10:57:08","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64180","Good","Yes","16","N/A","7'-8'","Not Present","081034414243","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1029,"Bultman Rd",443211,43.1136372709,-89.2932914666,"9/1/2009","Tree_040036","","Dana Wilson (DRG)","10/9/2023","09:06:29","Honeylocust Var. (Gleditsia triacanthos Variant)",15,17,"64196","Good","Yes","16","N/A","6'-7'","Not Present","081034407032","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1030,"Bultman Rd",443218,43.1136326868,-89.293450759,"9/1/2009","Tree_040039","remove metal from base","Dana Wilson (DRG)","10/9/2023","10:58:22","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64179","Good","Yes","16","N/A","7'-8'","Not Present","081034414235","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1033,"Bultman Rd",443222,43.1138268664,-89.2933210309,"9/1/2009","Tree_040035","","Dana Wilson (DRG)","10/9/2023","09:07:24","Honeylocust Var. (Gleditsia triacanthos Variant)",16,17,"64197","Fair","Yes","16","N/A","6'-7'","Not Present","081034407024","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1034,"Bultman Rd",443202,43.1137809881,-89.2934719771,"9/1/2009","Tree_040017","","Dana Wilson (DRG)","10/9/2023","10:59:11","Honeylocust Var. (Gleditsia triacanthos Variant)",17,17,"64178","Good","Yes","16","N/A","7'-8'","Not Present","081034414227","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1034,"Bultman Rd",617036,43.113910787,-89.2934797473,"10/9/2023","dwi20231009110137","","Dana Wilson (DRG)","10/9/2023","11:02:13","Elm Spp. (Hybrid) (Ulmus x Species)",6,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034414227","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442762,43.1125040751,-89.2904450884,"8/31/2009","Tree_039777","","Dana Wilson (DRG)","10/6/2023","11:22:12","Elm Spp. (Hybrid) (Ulmus x Species)",14,17,"63900","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442770,43.1125056468,-89.2918181407,"8/31/2009","Tree_039785","","Dana Wilson (DRG)","10/6/2023","11:16:26","Elm Spp. (Hybrid) (Ulmus x Species)",17,17,"63893","Fair","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442777,43.1125732971,-89.2914139453,"8/31/2009","Tree_039796","","Dana Wilson (DRG)","10/6/2023","11:17:58","Elm Spp. (Hybrid) (Ulmus x Species)",16,17,"63895","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442792,43.1125621479,-89.2908275597,"8/31/2009","Tree_039816","","Dana Wilson (DRG)","10/6/2023","11:20:42","Elm Spp. (Hybrid) (Ulmus x Species)",14,17,"63898","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442793,43.1125409601,-89.290627368,"8/31/2009","Tree_039804","","Dana Wilson (DRG)","10/6/2023","11:21:23","Elm Spp. (Hybrid) (Ulmus x Species)",16,17,"63899","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442795,43.1123281446,-89.2923763194,"8/31/2009","Tree_039812","","Dana Wilson (DRG)","10/6/2023","11:14:12","Elm Spp. (Hybrid) (Ulmus x Species)",17,17,"63890","Good","Yes","16","N/A","6'-7'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442798,43.1124514682,-89.2902592663,"8/31/2009","Tree_039814","","Dana Wilson (DRG)","10/6/2023","11:22:56","Elm Spp. (Hybrid) (Ulmus x Species)",17,17,"63901","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442799,43.1123986762,-89.2922009623,"8/31/2009","Tree_039799","","Dana Wilson (DRG)","10/6/2023","11:14:56","Elm Spp. (Hybrid) (Ulmus x Species)",16,17,"63891","Good","Yes","16","N/A","6'-7'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442803,43.1124534656,-89.2920041852,"8/31/2009","Tree_039805","","Dana Wilson (DRG)","10/6/2023","11:15:42","Elm Spp. (Hybrid) (Ulmus x Species)",17,17,"63892","Good","Yes","16","N/A","5'-6'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442808,43.1125420858,-89.2916106736,"8/31/2009","Tree_039807","","Dana Wilson (DRG)","10/6/2023","11:17:14","Elm Spp. (Hybrid) (Ulmus x Species)",1,17,"63894","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442809,43.1125783157,-89.2912208492,"8/31/2009","Tree_039809","","Dana Wilson (DRG)","10/6/2023","11:18:40","Elm Spp. (Hybrid) (Ulmus x Species)",14,17,"63896","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",442818,43.1125780864,-89.2910206126,"8/31/2009","Tree_039836","","Dana Wilson (DRG)","10/6/2023","11:20:02","Elm Spp. (Hybrid) (Ulmus x Species)",16,17,"63897","Good","Yes","16","N/A","4'-5'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443315,43.1137982399,-89.2905785889,"9/1/2009","Tree_040138","","Dana Wilson (DRG)","10/6/2023","15:32:54","Honeylocust Var. (Gleditsia triacanthos Variant)",9,17,"64384","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443318,43.112836747,-89.2900963057,"9/1/2009","Tree_040133","","Dana Wilson (DRG)","10/13/2023","17:46:11","Honeylocust Var. (Gleditsia triacanthos Variant)",12,17,"64377","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443325,43.1125342436,-89.2900514468,"9/1/2009","Tree_040132","","Dana Wilson (DRG)","10/6/2023","15:21:53","Honeylocust Var. (Gleditsia triacanthos Variant)",9,17,"64375","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443327,43.1139554151,-89.2905750014,"9/1/2009","Tree_040151","","Dana Wilson (DRG)","10/6/2023","15:33:39","Vacant (Vacant)",0,17,"64385","N/A","Yes","16","N/A","7'-8'","Not Present","081034407016","Plant Tree","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443333,43.1131084667,-89.2902940106,"9/1/2009","Tree_040148","","Dana Wilson (DRG)","10/6/2023","15:25:46","Hackberry (Celtis occidentalis)",13,17,"64379","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443336,43.1135433522,-89.2905206232,"9/1/2009","Tree_040144","","Dana Wilson (DRG)","10/6/2023","15:29:51","Honeylocust Var. (Gleditsia triacanthos Variant)",11,17,"64382","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443337,43.1132526516,-89.2903847188,"9/1/2009","Tree_040158","","Dana Wilson (DRG)","10/6/2023","15:27:27","Hackberry (Celtis occidentalis)",13,17,"64380","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443339,43.1129773566,-89.2901837699,"9/1/2009","Tree_040154","","Dana Wilson (DRG)","10/6/2023","15:24:03","Honeylocust Var. (Gleditsia triacanthos Variant)",14,17,"64378","Fair","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443342,43.1126890372,-89.2900478632,"9/1/2009","Tree_040156","","Dana Wilson (DRG)","10/6/2023","15:22:39","Honeylocust Var. (Gleditsia triacanthos Variant)",10,17,"64376","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443351,43.113371813,-89.290459228,"9/1/2009","Tree_040141","No tree present","Dana Wilson (DRG)","10/13/2023","17:58:31","Honeylocust Var. (Gleditsia triacanthos Variant)",1,17,"64381","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1037,"Bultman Rd",443531,43.1136624612,-89.2905496244,"9/1/2009","Tree_040367","","Dana Wilson (DRG)","10/6/2023","15:30:33","Kentucky Coffeetree (Gymnocladus dioicus)",9,17,"64383","Good","Yes","16","N/A","7'-8'","Not Present","081034407016","Unassigned","Vacant","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1101,"Bultman Rd",616908,43.1139844069,-89.293325253,"10/9/2023","dwi20231009090833","","Dana Wilson (DRG)","10/9/2023","09:09:01","Swamp White Oak (Quercus bicolor)",5,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117011","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1101,"Bultman Rd",616912,43.1141786397,-89.293333836,"10/9/2023","dwi20231009090924","","Dana Wilson (DRG)","10/9/2023","09:09:50","Elm Spp. (Hybrid) (Ulmus x Species)",8,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117011","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1105,"Bultman Rd",612468,43.1143392913256,-89.2933589907584,"8/3/2023","JuEc20230803145956","","Nathan Paulus (DRG)","10/3/2023","07:27:42","Hackberry (Celtis occidentalis)",1.5,17,,"Unassigned","N/A","16","N/A","6'-7'","Unassigned","081034117029","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1106,"Bultman Rd",617042,43.1141864725,-89.2934797473,"10/9/2023","dwi20231009110303","","Dana Wilson (DRG)","10/9/2023","11:03:37","London Planetree 'Bloodgood' (Platanus acerifolia 'Bloodgood')",5,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034118093","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1106,"Bultman Rd",617050,43.1143337131,-89.2935119338,"10/9/2023","dwi20231009110402","","Dana Wilson (DRG)","10/9/2023","11:04:28","Swamp White Oak (Quercus bicolor)",5,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034118093","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1109,"Bultman Rd",616915,43.1145577053,-89.2934582902,"10/9/2023","dwi20231009091031","","Dana Wilson (DRG)","10/9/2023","09:10:49","Swamp White Oak (Quercus bicolor)",6,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117037","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1112,"Bultman Rd",616274,43.114592701294,-89.2936642185757,"10/3/2023","MaKe20231003143957","","Mark Kelley","10/3/2023","14:39:58","London Planetree 'Bloodgood' (Platanus acerifolia 'Bloodgood')",4,17,,"Unassigned","No","16","N/A","6'-7'","Not Present","081034118085","Unassigned","Single family","5-189","Active",3,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1112,"Bultman Rd",617056,43.1144825197,-89.2935763066,"10/9/2023","dwi20231009110507","","Dana Wilson (DRG)","10/9/2023","11:05:49","Elm Spp. (Hybrid) (Ulmus x Species)",6,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034118085","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1113,"Bultman Rd",616921,43.1146924141,-89.2935612868,"10/9/2023","dwi20231009091119","","Dana Wilson (DRG)","10/9/2023","09:14:43","London Planetree 'Bloodgood' (Platanus acerifolia 'Bloodgood')",6,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117045","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1117,"Bultman Rd",616928,43.1148145915,-89.2936685749,"10/9/2023","dwi20231009091228","","Dana Wilson (DRG)","10/9/2023","09:14:52","Elm Spp. (Hybrid) (Ulmus x Species)",7,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117053","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1120,"Bultman Rd",616905,43.1148170835,-89.2938773691,"10/9/2023","dwi20231009110855","","Dana Wilson (DRG)","10/9/2023","11:09:15","Swamp White Oak (Quercus bicolor)",5,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034118077","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1120,"Bultman Rd",617062,43.1147076381,-89.2937545366,"10/9/2023","dwi20231009110738","","Dana Wilson (DRG)","10/9/2023","11:08:26","Elm Spp. (Hybrid) (Ulmus x Species)",8,17,"","Good","Yes","16","N/A","7'-8'","Not Present","081034118077","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1121,"Bultman Rd",616936,43.1148929102,-89.2937458223,"10/9/2023","dwi20231009091457","","Dana Wilson (DRG)","10/9/2023","09:15:15","Swamp White Oak (Quercus bicolor)",3,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117061","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1121,"Bultman Rd",616940,43.1150432818,-89.2939089002,"10/9/2023","dwi20231009091543","","Dana Wilson (DRG)","10/9/2023","09:16:03","London Planetree 'Bloodgood' (Platanus acerifolia 'Bloodgood')",5,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117061","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1125,"Bultman Rd",443252,43.1153199188,-89.2940197885,"9/1/2009","Tree_040058","","Dana Wilson (DRG)","10/9/2023","09:17:46","Honeylocust Var. (Gleditsia triacanthos Variant)",11,17,"64252","Good","Yes","16","N/A","5'-6'","Not Present","081034117079","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1125,"Bultman Rd",443277,43.1154192466,-89.2938338566,"9/1/2009","Tree_040087","","Dana Wilson (DRG)","10/9/2023","09:18:45","Honeylocust Var. (Gleditsia triacanthos Variant)",15,17,"64253","Good","Yes","16","N/A","5'-6'","Not Present","081034117079","Unassigned","Single family","5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1125,"Bultman Rd",616946,43.1151685912,-89.2940247713,"10/9/2023","dwi20231009091635","","Dana Wilson (DRG)","10/9/2023","09:16:50","Elm Spp. (Hybrid) (Ulmus x Species)",8,17,"","Good","Yes","16","N/A","6'-7'","Not Present","081034117079","Unassigned",,"5-189","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
